X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
1254121.803041011095047,215954.768337085843086,15219,13595,1254121.80304,215954.76834,30920,13,47320,SW,SW WAITE ST AND DEAD END,0, ,NONE,-122.398626759119,47.5812598583742
1268045.430063277482986,211796.960076823830605,15220,47246,1268045.43006,211796.96008,574637,13,992,GRDWM,DUWAMISH AVE S BR AND E MARG-DUWAMISH BR RP,2, ,NONE,-122.341891769182,47.5706258206911
1288633.15795636177063,253577.585591614246368,15221,5315,1288633.15796,253577.58559,661378,13,82095,NE,NOAA DR AND DEAD END,0, , ,-122.261647139216,47.6862229726646
1273152.977652505040169,214292.502927392721176,15222,13911,1273152.97765,214292.50293,31308,13,51327,GRDWM,AIRPORT WAY S AND S FOREST ST,1, ,NONE,-122.321400621065,47.5777386345833
1266997.146926209330559,230162.281887635588646,15223,11157,1266997.14693,230162.28189,28931,13,35720,MGNL-QA,5TH AVE N AND BROAD ST,1, ,CITY,-122.347601314793,47.6209080249423
1268350.416495591402054,232726.242914259433746,15224,47936,1268350.4165,232726.24291,664101,13,82102,MGNL-QA,DEXTER AVE N AND WARD ST,2, , ,-122.342318872947,47.6280086079806
1276948.779768392443657,206621.669511526823044,15225,47243,1276948.77977,206621.66951,603090,13,82024,GRDWM-DLRD,CHIEF SEALTH TRL AND COLUMBIA DR S,0, , ,-122.305430221393,47.5569131254796
1257643.375780627131462,203121.993091940879822,15226,47871,1257643.37578,203121.99309,652859,13,82088,SW,40TH AVE S AND FAUNTLEROY WAY SW,1, , ,-122.383313808777,47.5462815153756
1281550.197693109512329,195055.436155691742897,15227,47918,1281550.19769,195055.43616,661671,13,82098,GRDWM,37TH AVE S AND DEAD END 1,0, , ,-122.285914171238,47.5254498085651
1286635.914498314261436,198860.893503591418266,15228,17357,1286635.9145,198860.8935,34657,13,74726,SE,BOWLYN PL S AND DEAD END,0, ,NONE,-122.26562019148,47.5361419207407
1257001.934435963630676,256577.793274685740471,15229,4602,1257001.93444,256577.79327,37058,13,230746,BLRD,26TH AVE NW AND DEAD END 2,0, ,NONE,-122.390289273373,47.6927646157196
1282758.349822342395782,191562.413176104426384,15230,18731,1282758.34982,191562.41318,38136,13,305103,GRDWM,42ND AVE S AND DEAD END 4,0, ,NONE,-122.280759205615,47.5159378178834
1268358.658735603094101,233048.016930595040321,15231,47937,1268358.65874,233048.01693,664105,13,82103,MGNL-QA,DEXTER AVE N AND PROSPECT ST,2, , ,-122.342311039214,47.6288910211868
1270297.977265581488609,231634.538209140300751,15232,10872,1270297.97727,231634.53821,28761,13,35302,LKUN,FAIRVIEW AVE N AND ROY ST,1, ,NONE,-122.334335830214,47.6251206934303
1281261.054268807172775,195521.81196416914463,15233,17983,1281261.05427,195521.81196,35353,13,80651,GRDWM,36TH AVE S AND DEAD END 7,0, ,NONE,-122.287119913506,47.5267131785712
1270301.957681581377983,231943.814369454979897,15234,10826,1270301.95768,231943.81437,28747,13,35141,LKUN,FAIRVIEW AVE N AND VALLEY UPPER ST,1, ,CITY,-122.334344152615,47.6259686220662
1254006.102368906140327,215427.88532854616642,15235,13682,1254006.10237,215427.88533,30935,13,47337,SW,52ND AVE SW AND SW PRITCHARD ST,0, ,NONE,-122.399052025977,47.5798092600712
1282104.37759767472744,195248.765563890337944,15236,46063,1282104.3776,195248.76556,38514,13,80541,GRDWM,39TH AVE S AND DEAD END,, ,NONE,-122.283686299597,47.5260083784704
1286859.784898534417152,198617.339839339256287,15237,17384,1286859.7849,198617.33984,34651,13,74717,SE,S FONTANELLE PL AND DEAD END,0, ,NONE,-122.264695720121,47.5354857542509
1269746.596337020397186,203130.072899952530861,15238,47872,1269746.59634,203130.0729,653773,13,82090,GRDWM,1ST N AVE S AND 1ST S AVE S,0, , ,-122.334316982735,47.5469613506471
1270862.749490156769753,270066.088264495134354,15239,22609,1270862.74949,270066.08826,661484,13,82096,NW,N 140TH ST AND DEAD END 3,0, , ,-122.335087064871,47.730490303439
1274349.99448573589325,225758.750619128346443,15240,47808,1274349.99449,225758.75062,661367,13,82094,CNTRL,E COLUMBIA ST AND DEAD END,0, , ,-122.31744763618,47.6092307493695
1254014.112416908144951,215616.56641674041748,15241,13649,1254014.11242,215616.56642,30966,13,47452,SW,52ND AVE SW AND DEAD END 2,0, ,NONE,-122.399035130925,47.5803268672813
1270298.375345587730408,231870.973281383514404,15242,47921,1270298.37535,231870.97328,662316,13,82099,LKUN,FAIRVIEW AVE N AND VALLEY ST,1, , ,-122.334352916048,47.6257687754932
1286219.641409888863564,198625.180223345756531,15243,17381,1286219.64141,198625.18022,34650,13,74715,SE,SEWARD PARK AVE S AND S FONTANELLE PL,2, ,NONE,-122.267287310227,47.5354745758847
1274297.979957684874535,226611.790235996246338,15244,11837,1274297.97996,226611.79024,661343,13,82092,CNTRL,E SPRING ST AND DEAD END 2,0, , ,-122.317725162019,47.6115661636179
1276637.287480071187019,218990.702804192900658,15245,47048,1276637.28748,218990.7028,519887,13,45878,CNTRL,MTS N RAINIER CONNCT TRL AND RAINIER AVE S,1, ,NONE,-122.307651118585,47.5908001622447
1274312.894773691892624,242222.526059985160828,15246,47940,1274312.89477,242222.52606,664371,13,82104,NE,EASTLAKE PL NE AND NE PACIFIC ST,1, , ,-122.318886332227,47.6543556306744
1253768.786336660385132,192517.819257095456123,15247,18542,1253768.78634,192517.81926,38053,13,300508,SW,SW 97TH ST AND DEAD END 1,0, ,NONE,-122.398126050701,47.5170012646906
1255506.520226433873177,198071.595326781272888,15248,17499,1255506.52023,198071.59533,33922,13,68741,SW,46TH AVE SW AND SW KENYON ST,0, ,NONE,-122.391550280878,47.5323204197186
1273720.276277080178261,195104.909435734152794,15249,18090,1273720.27628,195104.90944,35113,13,78153,GRDWM,12TH AVE S AND DEAD END 5 ,0, ,NONE,-122.317603365922,47.5251758485318
1255777.640290707349777,198063.403454765677452,15250,17501,1255777.64029,198063.40345,33923,13,68742,SW,45TH AVE SW AND DEAD END 3,0, ,NONE,-122.390452344676,47.5323130098302
1255225.050658151507378,198080.305278778076172,15251,17498,1255225.05066,198080.30528,33921,13,68740,SW,FAUNTLEROY WAY SW AND SW KENYON ST,2, ,NONE,-122.392690145926,47.5323286641479
1265003.544236168265343,205677.599110558629036,15252,15941,1265003.54424,205677.59911,606532,13,82037,DLRD,15TH AVE SW AND SW BRANDON ST,1, , ,-122.353722212727,47.5536887892983
1263376.915946498513222,210389.554187387228012,15253,47949,1263376.91595,210389.55419,667293,13,82105,DLRD,SW DAKOTA ST AND DEAD END 4,0, ,NONE,-122.360686872338,47.5665157444939
1279446.071866944432259,224681.880986019968987,15254,12149,1279446.07187,224681.88099,30077,13,41337,CNTRL,M L KING JR WAY AND TEMPLE PL,2, ,NONE,-122.296709030674,47.6065465934877
1263702.524650827050209,262293.520256534218788,15255,3531,1263702.52465,262293.52026,36255,13,224324,NW,NW 110TH ST AND NW CARKEEK PARK RD,0, ,NONE,-122.363548458689,47.7087994492004
1254548.114593461155891,193638.469498232007027,15256,18352,1254548.11459,193638.4695,34817,13,75725,SW,SW BRACE POINT DR AND DEAD END,0, ,NONE,-122.395064944311,47.5201162814968
1278541.795898020267487,265671.147908002138138,15257,3080,1278541.7959,265671.14791,36688,13,227502,N,24TH AVE NE AND DEAD END 4,0, ,NONE,-122.303548292842,47.718850393807
1270241.081713527441025,204359.580421209335327,15258,16262,1270241.08171,204359.58042,33187,13,64727,GRDWM,2ND AVE S AND DEAD END 2 ,0, ,NONE,-122.332412102039,47.5503578171873
1256418.801827371120453,193691.450746297836304,15259,18342,1256418.80183,193691.45075,34749,13,75341,SW,CALIFORNIA AVE SW AND CALIFORNIA DR SW,0, ,NONE,-122.387500077074,47.5203653157136
1264932.161388084292412,197723.681790426373482,15260,17572,1264932.16139,197723.68179,339079,13,70855,DLRD,SW KENYON ST AND DEAD END 2,0, ,NONE,-122.353375052669,47.5318835791216
1278605.157370090484619,265424.041987746953964,15261,3116,1278605.15737,265424.04199,36704,13,227518,N,24TH AVE NE AND DEAD END 3,0, ,NONE,-122.30327175857,47.7181763998772
1274222.527541607618332,195978.058108627796173,15262,47380,1274222.52754,195978.05811,669320,13,82108,GRDWM,13TH PL S AND S SULLIVAN ST,0, , ,-122.315638982458,47.5275956713362
1274173.243957549333572,195869.250428527593613,15263,47381,1274173.24396,195869.25043,669319,13,82107,GRDWM,13TH PL S AND DALLAS AVE S,0, , ,-122.315829942974,47.5272948288685
1293484.002313330769539,189038.620725527405739,15264,19248,1293484.00231,189038.62073,38349,13,307302,SE,RAINIER AVE S AND CITY LIMITS,1, ,NONE,-122.23717649184,47.5095647372608
1259488.018470510840416,259745.24927793443203,15265,3954,1259488.01847,259745.24928,36901,13,230132,BLRD,VALMAY AVE NW AND NW 100TH ST,0, ,NONE,-122.380455152491,47.7015838162043
1273050.430388405919075,195042.847547680139542,15266,18086,1273050.43039,195042.84755,35110,13,78150,GRDWM,10TH AVE S AND DEAD END 3,0, ,NONE,-122.320309160973,47.5249702896189
1276478.208887904882431,217591.90165077149868,15267,47790,1276478.20889,217591.90165,672551,13,82113,GRDWM,19TH AVE S AND S GRAND ST,0, , ,-122.308187039057,47.586957709836
1291979.19834378361702,189097.407413586974144,15268,19236,1291979.19834,189097.40741,338623,13,307855,SE,FOREST AVE S AND S RYAN ST,0, ,NONE,-122.243268593054,47.5096504587559
1274908.270198300480843,195543.805308192968369,15269,17998,1274908.2702,195543.80531,35098,13,78135,GRDWM,16TH AVE S AND S CLOVERDALE ST,0, ,NONE,-122.312830081434,47.5264415656725
1259970.89834301173687,259734.495485916733742,15270,3956,1259970.89834,259734.49549,36902,13,230133,BLRD,17TH AVE NW AND NW 100TH ST,0, ,NONE,-122.378493611657,47.7015809357258
1277905.670073375105858,235360.294372960925102,15271,10103,1277905.67007,235360.29437,28458,13,31746,E,21ST AVE E AND E INTERLAKEN BLVD,0, ,NONE,-122.303779375102,47.6357355355767
1272291.234547629952431,265984.790916323661804,15272,47979,1272291.23455,265984.79092,670572,13,82110,NW,1ST AVE NE AND CORLISS S AVE N,3, , ,-122.328961318253,47.7193799009921
1274909.382582306861877,195692.860028341412544,15273,17973,1274909.38258,195692.86003,35099,13,78136,GRDWM,16TH AVE S AND DALLAS AVE S,0, ,NONE,-122.312837177748,47.5268501810721
1274903.820790305733681,195231.791419863700867,15274,18053,1274903.82079,195231.79142,35100,13,78137,GRDWM,16TH AVE S AND S DONOVAN ST,0, ,NONE,-122.312823809755,47.5255861057455
1273903.112437278032303,234455.902436032891273,15275,10282,1273903.11244,234455.90244,28279,13,30361,E,10TH AVE E AND E GARFIELD ST,2, ,NONE,-122.319939995382,47.6330458088509
1272292.594483628869057,266095.49690043926239,15276,47978,1272292.59448,266095.4969,670571,13,82109,NW,1ST AVE NE AND CORLISS N AVE N,3, , ,-122.328964534692,47.7196834141746
1273529.872308894991875,215672.711248800158501,15277,47980,1273529.87231,215672.71125,670870,13,82111,GRDWM,10TH AVE S AND DEAD END 6 ,0, , ,-122.319981929724,47.5815417253971
1274901.596150293946266,195128.89919576048851,15278,18089,1274901.59615,195128.8992,35109,13,78147,GRDWM,16TH AVE S AND DEAD END 2 ,0, ,NONE,-122.312824806433,47.5253039624448
1288686.979908406734467,202025.061954826116562,15279,16704,1288686.97991,202025.06195,337947,13,74250,SE,S EDDY ST AND DEAD END 2,0, ,NONE,-122.257555371139,47.54491932082
1276166.894711598753929,217596.511058762669563,15280,47789,1276166.89471,217596.51106,672550,13,82112,GRDWM,18TH AVE S AND S GRAND ST,0, , ,-122.309448682823,47.586953981738
1259386.377766415476799,259743.861693933606148,15281,3953,1259386.37777,259743.86169,36900,13,230130,BLRD,BAYARD AVE NW AND NW 100TH ST,0, ,NONE,-122.380867736329,47.701574410721
1276661.012344092130661,235883.927717491984367,15282,9963,1276661.01234,235883.92772,28450,13,31729,NE,19TH AVE E AND E INTERLAKEN BLVD,0, ,NONE,-122.308867539781,47.6371054994922
1268011.57201524078846,197684.846526384353638,15283,17588,1268011.57202,197684.84653,34117,13,70466,DLRD,SW KENYON ST AND DEAD END 1,0, ,NONE,-122.340909061654,47.5319431879784
1275133.807670533657074,250307.062196269631386,15284,47519,1275133.80767,250307.0622,673470,13,82118,NE,NE 66TH ST AND DEAD END,0, , ,-122.316188138492,47.676558545529
1275217.01605461537838,261044.540223255753517,15285,3702,1275217.01605,261044.54022,36519,13,226355,N,10TH PL NE AND NE 106TH ST,0, ,NONE,-122.316690514154,47.7059940788889
1285583.229761227965355,196388.401533052325249,15286,47247,1285583.22976,196388.40153,673471,13,82119,SE,WABASH AVE S AND S ROSE ST,0, , ,-122.269694204599,47.5293109965261
1275116.132406517863274,250576.347060546278954,15287,47518,1275116.13241,250576.34706,673462,13,82117,NE,NE 67TH ST AND DEAD END,0, , ,-122.316280935306,47.6772957149195
1259212.038182228803635,242385.433772146701813,15288,46388,1259212.03818,242385.43377,287073,13,20452,MGNL-QA,16TH AVE W AND SHIP CANAL TRL,1, ,NONE,-122.380158753422,47.6539865726224
1274303.582261681556702,195863.65785251557827,15289,47379,1274303.58226,195863.65785,673259,13,82114,DLRD,S SULLIVAN ST AND DEAD END,0, , ,-122.315302048281,47.5272863815178
1259231.288870245218277,186454.816306874155998,15290,19748,1259231.28887,186454.81631,38370,13,311543,SW,34TH AVE SW AND DEAD END 2 ,0, ,NONE,-122.375533198839,47.5006852628497
1278331.169081807136536,267834.805190220475197,15291,2829,1278331.16908,267834.80519,692345,13,82122,N,23RD AVE NE AND NE 133RD ST,0, , ,-122.304571846246,47.7247698945729
1273614.583668977022171,261183.980543404817581,15292,3686,1273614.58367,261183.98054,36534,13,226451,N,5TH AVE NE AND NE 106TH ST,2, ,CITY,-122.323208567747,47.7062914228641
1257067.79939603805542,188213.959348678588867,15293,19407,1257067.7994,188213.95935,38025,13,300335,SW,42ND AVE SW AND SW 109TH ST,0, ,NONE,-122.38442731105,47.5053877694401
1256438.762915387749672,188634.619125112891197,15294,19316,1256438.76292,188634.61913,38045,13,300361,SW,44TH AVE SW AND DEAD END 6,0, ,NONE,-122.38700616558,47.5065059854404
1272637.712627977132797,197856.403262555599213,15295,17540,1272637.71263,197856.40326,34214,13,71452,GRDWM,S CHICAGO ST AND DEAD END 6 ,0, ,NONE,-122.322199588664,47.5326603128878
1257788.5743727684021,188539.550645008683205,15296,19334,1257788.57437,188539.55065,38018,13,300327,SW,39TH AVE SW AND MARINE VIEW DR SW,3, ,NONE,-122.381538221528,47.5063199815313
1259262.290406286716461,187094.038579538464546,15297,19616,1259262.29041,187094.03858,38366,13,311538,SW,34TH AVE SW AND SW 113TH ST,0, ,NONE,-122.37545962337,47.5024390363249
1256731.861859694123268,188216.563572689890862,15298,19404,1256731.86186,188216.56357,38026,13,300336,SW,44TH AVE SW AND SW 109TH ST,0, ,NONE,-122.385786414768,47.5053763380301
1272485.460339829325676,197086.900285765528679,15299,17707,1272485.46034,197086.90029,35074,13,78105,GRDWM,S ELMGROVE ST AND DEAD END 6 ,0, ,NONE,-122.322755508977,47.5305430453912
1258055.860325053334236,204734.859973594546318,15300,16140,1258055.86033,204734.85997,32819,13,61325,SW,39TH AVE SW AND FAUNTLEROY S WAY SW,1, ,NONE,-122.381775361574,47.5507250437589
1257770.966052755713463,204430.14144529402256,15301,16251,1257770.96605,204430.14145,32824,13,61330,SW,40TH AVE SW AND FAUNTLEROY N WAY SW,1, ,NONE,-122.382903938504,47.5498741097953
1259057.654950067400932,185922.986418336629868,15302,19850,1259057.65495,185922.98642,38364,13,310109,SW,35TH AVE SW AND MARINE VIEW DR SW,3, ,NONE,-122.37619236684,47.4992180080637
1260259.986023306846619,212434.42350147664547,15303,14360,1260259.98602,212434.4235,32107,13,55610,SW,FAUNTLEROY WAY SW AND SW SPOKANE ST,0, ,NONE,-122.373475671417,47.5719503312965
1278401.767289876937866,238704.577512383460999,15304,9226,1278401.76729,238704.57751,28361,13,31253,NE,24TH AVE E AND DEAD END 2,4, ,NONE,-122.302026413769,47.6449281442879
1251533.244638368487358,237285.193638935685158,15305,9611,1251533.24464,237285.19364,27569,13,26701,MGNL-QA,MAGNOLIA BLVD W AND W PARKMONT SR PL,3, ,NONE,-122.410884399145,47.6395799077738
1283257.011326849460602,190637.862263157963753,15306,46690,1283257.01133,190637.86226,489656,13,305653,SE,M L KING JR ER WAY S AND S NORFOLK ST,1, ,CITY,-122.27867135784,47.5134293093476
1282395.466173976659775,190644.806711167097092,15307,18906,1282395.46617,190644.80671,38176,13,305651,GRDWM,40TH AVE S AND S NORFOLK ST,0, ,NONE,-122.282157527202,47.5134039335761
1283192.34118278324604,190637.428215160965919,15308,18912,1283192.34118,190637.42822,38140,13,305108,GRDWM,M L KING JR WR WAY S AND S NORFOLK ST,1, ,CITY,-122.278932967597,47.5134247897441
1272674.244916021823883,192771.61464935541153,15309,18489,1272674.24492,192771.61465,35143,13,78452,GRDWM,S CAMBRIDGE ST AND DEAD END,0, ,NONE,-122.321653682958,47.518724951812
1252931.508575797080994,235912.204645529389381,15310,9957,1252931.50858,235912.20465,27531,13,26348,MGNL-QA,MAGNOLIA BLVD W AND W HOWE W ST,3, ,NONE,-122.405100018405,47.6358950938593
1250873.533981695771217,238092.980135753750801,15311,9401,1250873.53398,238092.98014,27559,13,26536,MGNL-QA,MAGNOLIA BLVD W AND W MONTFORT PL,3, ,NONE,-122.413627121772,47.6417568739615
1253237.796000108122826,235500.392613098025322,15312,10070,1253237.796,235500.39261,27533,13,26352,MGNL-QA,36TH AVE W AND MAGNOLIA BLVD W,3, ,NONE,-122.403823876558,47.6347834930121
1263037.838954150676727,261816.846848055720329,15313,3603,1263037.83895,261816.84685,36311,13,224725,BLRD,8TH AVE NW AND DEAD END 1,0, ,NONE,-122.366209140051,47.7074566550211
1254095.018528997898102,235121.140452712774277,15314,10150,1254095.01853,235121.14045,27535,13,26356,MGNL-QA,34TH CT W AND MAGNOLIA BLVD W,3, ,NONE,-122.400316418926,47.6337918958052
1251506.112158343195915,237316.200614959001541,15315,9604,1251506.11216,237316.20062,165220,13,26850,MGNL-QA,MAGNOLIA BLVD W AND W PARKMONT NR PL,3, ,NONE,-122.410997012672,47.6396633704031
1252280.20643113553524,236574.01021420955658,15316,9806,1252280.20643,236574.01021,27523,13,26334,MGNL-QA,MAGNOLIA BLVD W AND MONTAVISTA PL W,3, ,NONE,-122.407796091427,47.637672550049
1251069.150301888585091,237853.744039505720139,15317,9466,1251069.1503,237853.74404,27565,13,26543,MGNL-QA,MAGNOLIA BLVD W AND W GLENMONT LN,3, ,NONE,-122.412813854146,47.6411121582458
1257913.672996893525124,218356.903635546565056,15318,13151,1257913.673,218356.90364,31004,13,48119,SW,EDGEWOOD AVE SW AND FERRY AVE SW,0, ,NONE,-122.383462053019,47.5880543442293
1281169.572604715824127,218187.135507375001907,15319,13155,1281169.5726,218187.13551,30828,13,46505,SE,LAKE WASHINGTON BLVD S AND S ATLANTIC ST,0, ,NONE,-122.28922557075,47.5888341269161
1287251.028226941823959,207355.25184828042984,15320,15534,1287251.02823,207355.25185,33660,13,67501,SE,LAKE WASHINGTON BLVD S AND S ANGELINE ST,3, ,NONE,-122.263769611988,47.5594564694421
1288143.374851852655411,204452.879173308610916,15321,16212,1288143.37485,204452.87917,163398,13,67852,SE,LAKE WASHINGTON BLVD S AND LAKE WASHINGTON WR BLVD S,3, ,NONE,-122.259938248678,47.5515464180683
1285272.908224910497665,210393.44538739323616,15322,14988,1285272.90822,210393.44539,32565,13,59304,SE,49TH AVE S AND LAKE WASHINGTON BLVD S,3, ,NONE,-122.272009806861,47.5676831194163
1257986.425124973058701,218735.37435594201088,15323,13091,1257986.42512,218735.37436,30999,13,48110,SW,EDGEWOOD AVE SW AND DEAD END 1,0, ,NONE,-122.383198183494,47.5890957246347
1285582.845633238554001,210381.81869937479496,15324,14989,1285582.84563,210381.8187,32564,13,59303,SE,50TH AVE S AND LAKE WASHINGTON BLVD S,3, ,NONE,-122.270753672422,47.5676671273181
1258497.602917492389679,218325.302931517362595,15325,13149,1258497.60292,218325.30293,31008,13,48123,SW,VICTORIA AVE SW AND SW MASSACHUSETTS ST,0, ,NONE,-122.381093686345,47.5879999474364
1258042.496997028589249,218168.214227348566055,15326,13156,1258042.497,218168.21423,31005,13,48120,SW,41ST AVE SW AND DEAD END 1 ,0, ,NONE,-122.382924727522,47.5875442710015
1284978.20339260995388,210764.539147779345512,15327,14875,1284978.20339,210764.53915,32557,13,59109,SE,48TH AVE S AND LAKE WASHINGTON BLVD S,3, ,NONE,-122.273231492643,47.5686851823555
1257879.499108865857124,218809.764500007033348,15328,13026,1257879.49911,218809.7645,30998,13,48109,SW,EDGEWOOD AVE SW AND PALM AVE SW,0, ,NONE,-122.383637475019,47.5892937191051
1258297.376229301095009,218334.929235532879829,15329,13148,1258297.37623,218334.92924,31006,13,48121,SW,ARCH AVE SW AND SW MASSACHUSETTS ST,0, ,NONE,-122.381905688419,47.588015290437
1287117.460418805480003,207785.904200717806816,15330,15457,1287117.46042,207785.9042,35580,13,160714,SE,LAKE WASHINGTON BLVD S AND S ALASKA ST,3, ,NONE,-122.26434291182,47.5606300879545
1285915.397697567939758,210249.961035251617432,15331,15003,1285915.3977,210249.96104,32563,13,59301,SE,51ST AVE S AND LAKE WASHINGTON BLVD S,3, ,NONE,-122.269396861158,47.5673227234374
1277977.780153453350067,224181.146777510643005,15332,12235,1277977.78015,224181.14678,30199,13,41741,CNTRL,23RD AVE AND E TERRACE ST,1, ,NONE,-122.302621292962,47.6050973913274
1254581.351201489567757,204653.637445509433746,15333,16146,1254581.3512,204653.63745,32902,13,61718,SW,ATLAS PL SW AND SW JUNEAU ST,0, ,NONE,-122.395835513233,47.5503099022817
1281214.166396766901016,219025.947732239961624,15334,12989,1281214.1664,219025.94773,35544,13,146725,CNTRL,LAKE WASHINGTON BLVD S AND S IRVING ST,0, ,NONE,-122.289109190117,47.5911356239593
1284029.599487647414207,211273.671820297837257,15335,14772,1284029.59949,211273.67182,32554,13,59104,SE,46TH AVE S AND LAKE WASHINGTON BLVD S,3, ,NONE,-122.277112122138,47.5700319991499
1281191.626684740185738,218606.339155808091164,15336,13096,1281191.62668,218606.33916,35547,13,146729,SE,LAKE WASHINGTON BLVD S AND S DAY ST,0, ,NONE,-122.289168350027,47.5899843079168
1258017.462181001901627,218592.241811782121658,15337,13133,1258017.46218,218592.24181,31045,13,48253,SW,EDGEWOOD AVE SW AND DEAD END 2,0, ,NONE,-122.38306075478,47.5887051210877
1287855.281667560338974,205646.224070534110069,15338,15951,1287855.28167,205646.22407,33675,13,67522,SE,LAKE WASHINGTON BLVD S AND S DAWSON ST,3, ,NONE,-122.261194331243,47.5548027537789
1258064.198373049497604,218462.069075658917427,15339,13124,1258064.19837,218462.06908,31001,13,48114,SW,FERRY AVE SW AND SW MASSACHUSETTS ST,0, ,NONE,-122.382860780182,47.5883509059174
1255610.799074545502663,201308.373570084571838,15340,16869,1255610.79907,201308.37357,33874,13,68544,SW,46TH AVE SW AND DEAD END 3,0, ,NONE,-122.391393501188,47.5411979898277
1255180.683106109499931,201213.782209992408752,15341,46121,1255180.68311,201213.78221,166559,13,68660,SW,47TH AVE SW AND DEAD END 5,0, ,NONE,-122.39312678141,47.5409148367459
1283033.205438628792763,270761.440905213356018,15342,2492,1283033.20544,270761.44091,36139,13,222502,N,40TH AVE NE AND 41ST AVE NE,0, ,NONE,-122.285695329731,47.7330365933563
1282995.630142584443092,271020.548617482185364,15343,2457,1282995.63014,271020.54862,36140,13,222503,N,40TH AVE NE AND NE 145TH ST,0, ,NONE,-122.285867867171,47.7337448603508
1259821.225766852498055,239997.443113714456558,15344,8991,1259821.22577,239997.44311,26478,13,20327,MGNL-QA,16TH AVE W AND W BARRETT ST,0, ,NONE,-122.377493095501,47.6474747857872
1259489.679718509316444,240012.188457727432251,15345,8989,1259489.67972,240012.18846,26477,13,20326,MGNL-QA,17TH AVE W AND W BARRETT ST,0, ,NONE,-122.378839090841,47.6474969571294
1281114.963324666023254,211231.884812250733376,15346,14779,1281114.96332,211231.88481,32670,13,59549,SE,35TH AVE S AND S CHARLESTOWN ST,0, ,NONE,-122.288913755178,47.5697669486198
1266861.325678065419197,233740.416547298431396,15347,10454,1266861.32568,233740.41655,28839,13,35530,MGNL-QA,COMSTOCK PL AND DEAD END,0, ,NONE,-122.348437575837,47.6307082121386
1283028.378174617886543,270602.513481050729752,15348,2521,1283028.37817,270602.51348,36148,13,222512,N,40TH AVE NE AND DEAD END 9,0, ,NONE,-122.28570275486,47.7326007254592
1260318.021543368697166,212439.104461491107941,15349,14364,1260318.02154,212439.10446,32122,13,55659,SW,SW SPOKANE ST AND DEAD END 1,0, ,NONE,-122.373240992227,47.5719663452482
1282448.537470027804375,194600.282363221049309,15350,18158,1282448.53747,194600.28236,35357,13,80702,GRDWM,S TRENTON ST AND DEAD END 1,0, ,NONE,-122.282244146644,47.5242486543969
1282707.580286294221878,194581.148283198475838,15351,18160,1282707.58029,194581.14828,35356,13,80701,GRDWM,41ST AVE S AND S TRENTON ST,0, ,NONE,-122.281194436235,47.5242095728302
1267246.499822452664375,229114.458078563213348,15352,48098,1267246.49982,229114.45808,701817,13,82123,DWNTN,5TH AVE AND TAYLOR AVE ,2, , ,-122.346506877549,47.6180494284714
1267242.38903845846653,240197.628009915351868,15353,47934,1267242.38904,240197.62801,663253,13,82100,LKUN,N NORTHLAKE WAY AND DEAD END,0, , ,-122.347407620821,47.6484277077076
1252206.46895906329155,211799.20807683467865,15354,48168,1252206.46896,211799.20808,724362,13,82128,SW,HILLCREST AVE SW AND DEAD END 1,0, , ,-122.406041598059,47.5697627460831
1269681.754992946982384,265804.285380139946938,15355,3037,1269681.75499,265804.28538,36337,13,225252,NW,ASHWORTH AVE N AND DEAD END 3,0, ,NONE,-122.339546118839,47.7187456274987
1281566.193469122052193,224031.574105352163315,15356,12256,1281566.19347,224031.57411,30332,13,42745,CNTRL,35TH AVE AND DEAD END,0, ,NONE,-122.288066276224,47.6048742953107
1253160.665760040283203,249345.178035274147987,15357,6420,1253160.66576,249345.17804,25034,13,10123,BLRD,38TH AVE NW AND NW 61ST ST,3, ,NONE,-122.40528359256,47.6727265542044
1253090.62383995950222,249163.964915096759796,15358,6483,1253090.62384,249163.96492,25045,13,10137,BLRD,38TH AVE NW AND SEAVIEW AVE NW,2, ,CITY,-122.405552801972,47.6722259426011
1253150.668128028512001,249082.625715017318726,15359,48127,1253150.66813,249082.62572,703482,13,82124,BLRD,SEAVIEW AVE NW AND 37TH PL NW,2, , ,-122.405302396906,47.672006361461
1275004.290102407336235,204141.866564989089966,15360,16255,1275004.2901,204141.86657,33375,13,65725,GRDWM,15TH AVE S AND SWIFT AVE S,2, ,NONE,-122.313110645332,47.5500137842993
1267881.287279114127159,230992.452128484845161,15361,11016,1267881.28728,230992.45213,28776,13,35321,LKUN,AURORA AVE N AND REPUBLICAN ST,1, ,NONE,-122.344083004088,47.6232311234798
1269733.974257007241249,222696.332311987876892,15362,48136,1269733.97426,222696.33231,705564,13,82125,DWNTN,ALASKAN WAY S AND PIER 48 ACCESS RD,1, , ,-122.335914877533,47.600591189725
1267639.138094857335091,230571.67056006193161,15363,11087,1267639.13809,230571.67056,28785,13,35331,LKUN,6TH AVE N AND HARRISON ST,0, ,NONE,-122.345031228246,47.6220647425164
1271293.748594596982002,231614.582241117954254,15364,10877,1271293.74859,231614.58224,29183,13,36853,LKUN,ROY ST AND DEAD END,0, ,NONE,-122.330296962762,47.6251191650667
